idx,question,choice_A,choice_B,choice_C,choice_D,correct_answer,domain,label,task,annotator_id,question_comments,choices_comments
889,What are the solutions to the equation $5x^2 + 10x - 3 = 0$?,\frac{-10 ± 2√10}{2},\frac{-5 ± √10}{5},\frac{-5 ± 2√15}{5},\frac{-5 ± 2√10}{5},D,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,"Fluently solve quadratic equations in one variable, written as a quadratic expression in standard form, where using the quadratic formula or completing the square is the most efficient method for solving the equation.",Annotator 2,updated answers. these NEED to look like fractions,None || None || None || None
892,The equation $(x^2 - 25)(4x - 3) = 0$ is given. Which of the following list contains all the solutions to the equation?,"$-5, 5$","$\-5, (\frac{3}{4}\), 5$",$5$,"$\(\frac{3}{4}\), 5$",B,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,"Make strategic use of algebraic structure, the properties of operations, and/or reasoning about equality to solve - quadratic equations in one variable presented in a wide variety of forms, linear absolute value equations in one variable or simple rational and radical equations in one variable, polynomial equations in one variable that are written in factored form.",Annotator 2,"In the original list of answers, 3/4 were solutions. ",None || None || None || None
93,What are the solutions to the equation $(x + 2)(x - 1) = 4$?,$-3$ and $2$,$-2$ and $1$,$2$ and $4$,$-3$ and $4$,A,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,"Make strategic use of algebraic structure, the properties of operations, and/or reasoning about equality to solve - quadratic equations in one variable presented in a wide variety of forms, linear absolute value equations in one variable or simple rational and radical equations in one variable, polynomial equations in one variable that are written in factored form.",Annotator 2,better distractors,None || None || None || None
129,The equation $\frac{2t}{t - r} = 3r$ relates the variables $t$ and $r$. Which of the following expresses $t$ in terms of $r$?,$\dfrac{3r^2}{3r - 2}$,$\dfrac{r}{3r - 2}$,$\dfrac{3r^2}{2 - 3r}$,$\dfrac{-3r^2}{2 + 3r}$,A,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,"Given an equation or formula in two or more variables, view it as an equation in a single variable of interest where the other variables are parameters, and solve for the variable of interest.",Annotator 2,"I changed the variable s to t. When students write s, it can sometimes look like a 5 and with a problem like this, moving many terms around, students will not make that mistake. ",None || None || None || None
444,For which values of \(k\) does the equation \(x^2 + 2kx + (k + 2) = 0\) have two distinct real solutions?,k = -1 or k = 2,k = 1 or k = -2,k > -1 or k < 2,k < -1 or k > 2,D,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,"Determine the conditions under which a quadratic equation has no real solutions, one real solution, or two real solutions.",Annotator 4,Need to do something about C. Gave it my best shot.,None || None || None || None
168,What are the solutions to the equation $x^2 + 6x - 4 = 3(2x - 1)$?,x = -7 and x = -1,x = 1 and x = -1,x = -7 and x = 1,x = 7 and x = 1,B,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,"Fluently solve quadratic equations in one variable, written as a quadratic expression in standard form, where using the quadratic formula or completing the square is the most efficient method for solving the equation.",Annotator 4,Flipped B and C,None || None || None || None
593,A researcher wants to study the average time college students spend on social media daily. She collects data by posting a survey link on Instagram and receives 500 responses from college students across the country. Which of the following is the primary limitation of using this sample to draw conclusions about all college students?,The survey was only conducted on a single social media platform,The survey was only accessible to volunteers who chose to participate,The survey's sample size was too small to represent all college students,The survey did not include college students who do not use any social media,A,Problem-Solving and Data Analysis,Evaluating statistical claims - Observational studies and experiments,Understand issues related to sampling methods and why a result can be extended only to the population from which the sample was selected.,Annotator 3,"Choices A, B, and D are all equally problematic, although I don't think the problem is only one social media outlet (i.e. choice A is probably the 2nd least offensive with B and D being equally 1st). The choices are too similar in severity to discern which would be the best choice. If the researcher wants to generalize to all college students, then probably choice D is the answer. ",None || None || None || None
537,"A high school wants to determine if students support a new dress code policy. The school surveyed all 50 members of the student council leadership team, and 45 responded. Which of the following is the primary reason the results might not accurately represent the opinions of all students at the school?",The sample was not randomly selected from all students and therefore may not represent the entire student body,The sample size was too small,The sample was biased towards students who were not surveyed,The sample was chosen out of convenience since the sample was taken when the student council was meeting,C,Problem-Solving and Data Analysis,Evaluating statistical claims - Observational studies and experiments,Understand issues related to sampling methods and why a result can be extended only to the population from which the sample was selected.,Annotator 3,"I am concerned that not all students know what a student council is, but that's probably an ok thing to let pass. I modified the wording of the prompt to include a semi-definition of a student council. And there's no mention that there are several students (2? 200?) *not* on student council. I also think choices A and C are too similar to distinguish between as ""more"" correct than the other.  I'm also not sure what choice D means. I made a guess and modified it.",None || None || None || None
569,A researcher investigates whether a new diet plan lowers cholesterol. They randomly assign half of 50 adults to follow the diet plan and 50 adults to maintain their current eating habits for three months. Why does random assignment strengthen the conclusion that the diet plan causes changes in cholesterol levels?,It minimizes differences in potential confounding variables between the groups.,It eliminates all potential confounding variables between the groups.,It ensures the sample is representative of the population.,It ensures both groups have an equal number of participants.,A,Problem-Solving and Data Analysis,Evaluating statistical claims - Observational studies and experiments,Understand why random assignment provides evidence for a causal relationship in an experimental study.,Annotator 3,"My only change is that the 50 is unclear whether there are 50 per groups or 50 total, so 25 per group. In other words, it does not specify whether the groups are equal sized or not, an important component of the experimental design,",None || None || None || None
555,"A researcher wants to determine if consuming omega-3 supplements improves memory. They recruited 100 participants and allowed them to choose whether to take the supplements. After six months, the supplement group showed better memory test scores. Can the researcher conclude that omega-3 supplements improve memory?","No, because the study did not use random assignment.","No, because the study did not randomly select participants.","No, because the study did not use a placebo.","No, because the study did not control for other variables.",A,Problem-Solving and Data Analysis,Evaluating statistical claims - Observational studies and experiments,"Given a description of a study with or without random assignment, determine whether there is evidence for a causal relationship.",Annotator 2,"I think many of the answers are interrelated and do not allow for a clear ""best answer"".  For example, one would use random assignment because it can be one way to address confounding variables. I just don't think it's clear cut enough.",None || None || None || None
408,"A town council did a survey to determine support for building a new playground. They randomly selected 200 households from a registry of all 1,500 households located on the east side of the river in the town. The registry includes 1,200 households with children and 300 without children. 
If 45% of the sampled households were in favor of building a new playground, to which population can the survey results be most appropriately generalized?",All households in the town,All households on the east side of the river,"All 1,200 households with children",The 200 households surveyed,B,Problem-Solving and Data Analysis,Evaluating statistical claims - Observational studies and experiments,"With random samples, identify or describe which population the results can be extended to.",Annotator 2,updated prompt for simplicity and clarity. Updated answer choices to match.,None || None || None || None
593,A researcher wants to study the average time college students spend on social media daily. She collects data by posting a survey link on Instagram and receives 500 responses from college students across the country. What could be considered the \textit{primary} limitation of using this sample to draw conclusions about all college students?,"The survey was conducted on a social media platform, excluding those who do not use social media",The survey was only accessible to volunteers who chose to participate,The survey's sample size was too small to represent all college students,The survey was not posted on other social media platforms,A,Problem-Solving and Data Analysis,Evaluating statistical claims - Observational studies and experiments,Understand issues related to sampling methods and why a result can be extended only to the population from which the sample was selected.,Annotator 3,"I'm not sure why this question has both the prompt and all answer choices centered, but that's a minor edit that I don't know how to do. Also the primary reason this survey isn't good isn't that it's on a single social platform, it's that it was posted on a social media platform at all, and that it was voluntary response biased. If the population is all college students, choice D is also correct. Changing the language a bit of the answer.",None || None || None || None
596,"A nutritionist wants to determine if drinking green tea causes improved athletic performance. They observed 300 college athletes, noting that those who regularly drank green tea performed better in endurance tests than those who didn't. Based on this study design, can the nutritionist conclude that drinking green tea causes improved athletic performance?","Yes, because the study found a correlation between green tea consumption and athletic performance","Yes, because the researcher observed that that the athletes who drank green tea had improved athletic performance.","No, because the athletes were not randomly selected for the study","No, because the athletes self-selected their green tea consumption",D,Problem-Solving and Data Analysis,Evaluating statistical claims - Observational studies and experiments,"Given a description of a study with or without random assignment, determine whether there is evidence for a causal relationship.",Annotator 2,Updated answers so it was clearer what the correct one was. Some of true but related to the identified answer.,None || None || None || None
413,"A school counselor wants to determine if increasing nightly sleep causes higher math test scores. They randomly assigned 100 students to either a group instructed to extend their sleep by 1 hour nightly or a group with no instructions. After a month, the sleep extension group scored significantly higher on average. Can the counselor conclude that increased sleep causes higher scores?","No, because other factors could influence test scores.","No, because the students were not randomly sampled from the population.","Yes, because the groups were randomly assigned.","Yes, because the sleep group had higher scores.",C,Problem-Solving and Data Analysis,Evaluating statistical claims - Observational studies and experiments,"Given a description of a study with or without random assignment, determine whether there is evidence for a causal relationship.",Annotator 4,"I have a problem with the conclusive nature of the language in this problem. While random assignment can help minimize the effects of confounding variables, it doesn't eliminate it altogether. I think you'll get a bunch of kids picking option A, which is a totally fair thing to pick (especially when you consider study habits, etc).",None || None || None || None
432,A city wants to estimate the proportion of households that participate in recycling. The city randomly selects 200 households from a neighborhood that has a curbside recycling program and finds that 85% participate. Which of the following is the primary reason why this result should not be generalized to all households in the city?,The sample size of 200 households is too small to accurately represent the entire city.,The specific neighborhood surveyed may have different recycling access than other areas.,The sample was not randomly selected from all households in the city.,Non-response bias may have occurred if some selected households did not participate.,B,Problem-Solving and Data Analysis,Evaluating statistical claims - Observational studies and experiments,Understand issues related to sampling methods and why a result can be extended only to the population from which the sample was selected.,Annotator 4,Revised answer to be more correct than D,None || None || None || None
652,"A line passes through the points (-2, 5) and (3, -1). A second line is perpendicular to this line and contains the point (0, 4). What is the equation of the second line in standard form?",$5x - 6y = -24$,$3x + 5y = 4$,$3x + 5y = 20$,$6x + 5y = 20$,A,Algebra,Linear equations in two variables,"Write an equation for a line given two points on the line, one point and the slope of the line, or one point and a parallel or perpendicular line.",Annotator 3,The answer was incorrect. I moved the correct answer to the option A slot.,None || None || None || None
711,"A theater sells adult tickets for \$12 and student tickets for \$8. One evening, the theater collected \$584 in ticket sales from 62 total tickets. How many adult tickets were sold?",34,48,62,22,D,Algebra,Linear equations in two variables,Create and use a linear equation in two variables to solve problems in a variety of contexts.,Annotator 3,"The answer is incorrect. Also, the Label is incorrect. This question is about Systems of two linear equations in two variables. I fixed choice D to reflect the correct solution.",None || None || None || None
632,"A fitness instructor creates personalized workout plans starting with 15 minutes on day 1 and increasing the workout time by 3 minutes each day. The total workout time T in minutes after d days is given by $T = 15 + 3d$. If a client has completed 60 minutes of total workout time, how many days have they been following the plan?",$19$,$15$,$20$,$16$,B,Algebra,Linear equations in two variables,"For a linear equation in two variables that represents a context, given a value of one quantity in the relationship, find a value of the other, if it exists.",Annotator 3,"Students can plug in the answers to get the correct answer. If this is ok, then leave the question alone.",None || None || None || None
602,"A theater sells adult tickets for \$20 and student tickets for \$15. For a particular performance, the theater needs to sell exactly \$4,800 in total ticket revenue and must sell a combined total of 280 tickets. Which system of equations represents these conditions, where a is the number of adult tickets and s is the number of student tickets?","$20a + 15s = 280$ and $a + s = 4,800$","$35a + 35s = 4,800$ and $a + s = 280$","$15a + 20s = 4,800$ and $a + s = 280$","$20a + 15s = 4,800$ and $a + s = 280$",D,Algebra,Linear equations in two variables,Identify or create a linear equation in two variables to model a constraint or condition on two quantities.,Annotator 4,Consider revising answer choices to have one equation per line,None || None || None || None
196,A botanist measures the height of a plant over several weeks. The table below shows the height $h$ in centimeters at different weeks $w$. Which equation represents the relationship shown in the table?\n\nWeeks $(w)$ | Height $(h)$\n0 | 10\n3 | 16\n6 | 22\n9 | 28,$h = 0.5w + 10$,$h = 2w$,$h = 6w + 10$,$h = 2w + 10$,D,Algebra,Linear equations in two variables,"Make connections between a table, an algebraic representation, or a graph of a linear equation in two variables in a context.",Annotator 2,removed unnecessary parentheses in prompt,None || None || None || None
731,Which of the following best describes the graph of the equation $-2x + 3y = 9$?,The slope is negative and the y-intercept is 3,The slope is positive and the y-intercept is \frac{2}{3},The slope is negative and the y-intercept is 9,The slope is positive and the y-intercept is -3,A,Algebra,Linear equations in two variables,Make connections between an algebraic representation and a graph of a linear equation in two variables not in context.,Annotator 2,"in the original, two of the answers describe the same correct phenomenon. Updated prompt and answers for better quality",None || None || None || None
740,"A student sells bracelets for \$2 each and necklaces for \$5 each. Her earnings from sales last week totaled \$60. If the number of necklaces sold was twice the number of bracelets sold, how many bracelets and necklaces were sold?",4 bracelets and 8 necklaces,5 bracelets and 10 necklaces,13 bracelets and 6.5 necklaces,10 bracelets and 20 necklaces,B,Algebra,Linear equations in two variables,Create and use a linear equation in two variables to solve problems in a variety of contexts.,Annotator 2,The original prompt does not match the topic (it uses inequalities). I have updated it to match the prompt as well as the answer options,None || None || None || None
152,A delivery service charges a flat fee plus a rate per mile. The table below shows the total cost for different distances. Which equation represents the relationship between the miles $(m)$ and the total cost $(C)$?\n\nMiles $(m)$ | Total Cost $(C)$\n5 | 14.50\n10 | 19.00\n15 | 23.50,$C =0.90m +9$,$C =0.90m +10$,$C =0.90m$,$C =10m +0.90$,B,Algebra,Linear equations in two variables,"Make connections between a table, an algebraic representation, or a graph of a linear equation in two variables in a context.",Annotator 3,"The table could look better, and the context has been used a lot.",None || None || None || None
38,"A food delivery membership service charges \$15 for initial registration and \$8 per month for access, including the first month. The total cost C in dollars after $m$ months is given by $C = 15 + 8m$. If a customer has paid \$95 in total, for how many months have they had the food delivery membership?",$5$,$6$,$10$,$12$,C,Algebra,Linear equations in two variables,"For a linear equation in two variables that represents a context, given a value of one quantity in the relationship, find a value of the other, if it exists.",Annotator 3,"Added that the monthly membership starts at the first month, and what the membership was for. Also added italics around the variable, m.",None || None || None || None
135,A chemist needs to create 20 liters of a 45% saline solution by mixing a 30% saline solution with a 60% saline solution. How many liters of the 30% solution must be used?,4,9,10,7,C,Algebra,Linear equations in two variables,Create and use a linear equation in two variables to solve problems in a variety of contexts.,Annotator 3,"I actually like this question the best so far. If a student struggled to create a system of equations, they could reason their way through it by noticing that 45% is the average of 30% and 60%, meaning that there would have to half of each to create the 45%. This question allows multiple solution pathways, which is the main goal, in my mind.",None || None || None || None
146,Alek starts saving with \$50 and adds \$10 each week and doesn't withdraw any money. Ruth starts with \$20 and adds \$15 each week and doesn't withdraw any money. After how many weeks will their savings be equal?,2,4,6,8,C,Algebra,Linear equations in two variables,Create and use a linear equation in two variables to solve problems in a variety of contexts.,Annotator 3,"Making it more clear that there are no withdrawals. I also recommend changing the names to be more global. The choices are misleading as well, since if a student defines the first week to have $50, then the second week will have $60. If the zeroth week has $50, the 1st week will have $60. Defining it the first way yields answer choice D. Defining it the second way yields answer choice C, so I changed choice D to be 8 in case they defined the weeks differently.",None || None || None || None
740,"A student sells bracelets for \$2 each and necklaces for \$5 each. Her earnings from sales last week totaled \$90. If the number of necklaces sold was at least twice the number of bracelets sold, how many bracelets and necklaces could have been sold?",4 bracelets and 18 necklaces,5 bracelets and 16 necklaces,8 bracelets and 10 necklaces,14 bracelets and 10 necklaces,B,Algebra,Linear equations in two variables,Create and use a linear equation in two variables to solve problems in a variety of contexts.,Annotator 4,"Revised Answer D (it is also a correct solution) and removed ""which of the following"" language",None || None || None || None
734,A pottery studio charges a materials fee plus an hourly rate for class sessions. The table shows the total cost for different class lengths.\n\nHours (h) | Total Cost (\$\)\n1 | 45\n3 | 85\n5 | 125\n\nWhich equation represents the relationship between the hours (h) and the total cost (C)?,C = 20h + 45,C = 20h + 25,C = 40h + 5,C = 15h + 30,B,Algebra,Linear equations in two variables,"Make connections between a table, an algebraic representation, or a graph of a linear equation in two variables in a context.",Annotator 4,Switched options A and B to keep option B the correct answer.,None || None || None || None
620,"A swimming pool is being filled at a constant rate, starting with some initial water. The table shows the depth of water ($d$) in feet at different times ($t$) in hours:\n\nTime ($t$) | Depth ($d$)\n2 | 3.5\n4 | 4.5\n6 | 5.5\n\nWhich equation represents the relationship between time ($t$) and depth ($d$)?",$d = 0.5t + 2.5$,$d = t + 3.5$,$d = t + 2.5$,$d = 0.5t + 3$,A,Algebra,Linear equations in two variables,"Make connections between a table, an algebraic representation, or a graph of a linear equation in two variables in a context.",Annotator 2,Answers updated with better distractors,None || None || None || None
734,A pottery studio charges a materials fee plus an hourly rate for class sessions. The table shows the total cost for different class lengths.\n\nHours (h) | Total Cost (\$\)\n1 | 45\n3 | 85\n5 | 125\n\nWhich equation represents the relationship between the hours (h) and the total cost (C)?,C = 20h + 45,C = 20h + 25,C = 40h + 5,C = 15h + 30,B,Algebra,Linear equations in two variables,"Make connections between a table, an algebraic representation, or a graph of a linear equation in two variables in a context.",Annotator 3,The answer is actually choice A. Switching A and B. Also noting the table is terribly formatted.,None || None || None || None
606,"A construction company uses two types of cement mixers. A standard mixer can pour 8 cubic yards per hour, and a high-capacity mixer can pour 12 cubic yards per hour. If the company needs to pour exactly 300 cubic yards of cement in total, which equation represents the relationship between $s$, the number of hours the standard mixers are used, and $h$, the number of hours the high-capacity mixers are used?",$8 + 12 = 300$,$8s + 12h = 300$,$12s + 8h = 300$,$300 = s + h$,B,Algebra,Linear equations in two variables,Identify or create a linear equation in two variables to model a constraint or condition on two quantities.,Annotator 3,"If looking to improve this question, changing the volume from cubic yards to cubic meters would suffice.",None || None || None || None
614,"A bakery sells cupcakes for \$2 each and cookies for \$1.50 each. The total revenue from selling $c$ cupcakes and $k$ cookies is given by $R = 2c + 1.5k$. If the bakery sold 40 cupcakes and the total revenue was \$230, how many cookies were sold?",85 cookies,100 cookies,153 cookies,207 cookies,B,Algebra,Linear equations in two variables,"For a linear equation in two variables that represents a context, given a value of one quantity in the relationship, find a value of the other, if it exists.",Annotator 3,Adding context to the answer choices,None || None || None || None
632,"A fitness instructor creates personalized workout plans starting with 15 minutes on day 1 and increasing the workout time by 3 minutes each day. The total workout time T in minutes after d days is given by $T = 15 + 3d$. If a client has completed 60 minutes of total workout time, how many days have they been following the plan?",$19$ days,$16$ days,$20$ days,$15$ days,B,Algebra,Linear equations in two variables,"For a linear equation in two variables that represents a context, given a value of one quantity in the relationship, find a value of the other, if it exists.",Annotator 3,"If the 1st day (d = 1) is 15 minutes, then the equation should be 15 + 3(d -1), which makes d = 16 the correct answer. Also adding context to the answer choices.",None || None || None || None
622,"A concert venue charges an admission fee for each ticket purchased, and a one-time service charge for tickets sold online. If $t$ represents the number of tickets purchased, the total cost $C$ in dollars is given by the equation $C = 8.50t + 35$. What does the coefficient $8.50$ represent in this context?",The base admission fee per ticket in dollars,The combined admission fee and service charge per ticket in dollars,The service charge per ticket in dollars,The total cost per ticket in dollars,A,Algebra,Linear equations in two variables,"For a linear equation in two variables that represents a context, interpret a solution, constant. variable, factor, or term based on the context, including situations where seeing structure provides an advantage.",Annotator 4,Revised language in stem to add clarity,None || None || None || None
864,"A recipe requires a total of 2 kilograms of a mixture using two ingredients. Each cup of the first ingredient contributes 200 grams and each cup of the other ingredient contributes 150 grams. Which equation models the total weight of the mixture in terms of $x$, the number of cups of the first ingredient, and $y$, the number of cups of the other ingredient?",$200x + 150y = 2000$,$150x + 200y = 2000$,$200x + 150y = 2$,$150x + 200y = 2$,A,Algebra,Linear equations in two variables,Identify or create a linear equation in two variables to model a constraint or condition on two quantities.,Annotator 2,Cleaned up prompt to limit confusion and replaced equivalent answer (D).,None || None || None || None
11,A table of values for a linear equation is shown below.\n\nx | y\n-4 | -1\n-1 | 8\n2 | 17\n\nWhich equation represents the relationship between $x$ and $y$?,$y=3x + 11$,$y=(1/3)x + 1/3$,$y=3x - 13$,$y=11x + 3$,A,Algebra,Linear equations in two variables,Make connections between a table and an algebraic representation or between a table and a graph of a linear equation in two variables not in context.,Annotator 2,The fractions in option B need to look like fractions,None || None || None || None
678,"In a isosceles triangle, the two congruent angles measure $(2x + 10)$ degrees. The third angle of the triangle measures $(x + 20)$ degrees. What is the value of x?",$20$,$25$,$50$,$28$,D,Geometry and Trigonometry,"Lines, angles, and triangles","Know and directly apply relevant theorems such as the triangle angle sum theorem, vertical angle theorem and the relationship of angles formed when a transversal cuts parallel lines.",Annotator 3,Two angles in a triangle can't be vertical angles. I modified the prompt so it makes sense to form a triangle.,None || None || None || None
665,"To estimate the height of a tree, a student positions a mirror 4 meters from its base and steps 1.6 meters back from the mirror. If the student's eyes are 1.8 meters above the ground and align with the tree's top in the mirror, what is the tree's height?",2.88 meters,4.5 meters,5.6 meters,7.2 meters,B,Geometry and Trigonometry,"Lines, angles, and triangles",Use concepts and theorems relating to congruence and similarity of triangles to solve problems.,Annotator 2,"overall the wording of this problem and the basic premise that one should understand that similar triangles should be used because of the mirror reflection is very confusing. Perhaps if there was a diagram with the problem, even if the numbers themselves were not labeled, it would improve it significantly.",None || None || None || None
681,"A right triangle has legs measuring 3 inches and 4 inches. This triangle is scaled by a factor of 1.5 to create a larger, similar triangle. What is the measure of the smallest angle in the scaled triangle, when rounded to the nearest degree?",$30\degree$,$37\degree$,$45\degree$,$53\degree$,B,Geometry and Trigonometry,"Lines, angles, and triangles","Apply knowledge that changing by a scale factor of k changes all lengths by a factor of k, but angle measures remain unchanged.",Annotator 4,added language about rounding,None || None || None || None
205,"To prove that triangle ABC is congruent to triangle DEF using the SAS (Side-Angle-Side) theorem, which of the following sets of information must be included?","AB $\cong$ DE, BC $\cong$ EF, and angle C $\cong$ angle F","AB $\cong$ DE, BC $\cong$ EF, and angle B $\cong$ angle E","AB $\cong$ DE, BC $\cong$ DF, and angle B $\cong$ angle E","AB $\cong$ DE, AC $\cong$ DF, and angle B $\cong$ angle E",B,Geometry and Trigonometry,"Lines, angles, and triangles",Determine which statements may be required to prove certain relationships or to satisfy a given theorem.,Annotator 4,"Recommend using < instead of ""angle"" in answer choices",None || None || None || None
772,"Triangle ABC is similar to triangle XYZ. If  the height of triangle ABC is 18 feet, and the area of triangle XYZ is 216 square feet, what is the height of triangle XYZ in feet if the area of triangle ABC is 96 square feet?",12,27,30,40.5,B,Geometry and Trigonometry,"Lines, angles, and triangles",Use concepts and theorems relating to congruence and similarity of triangles to solve problems.,Annotator 4,Removed confusing context,None || None || None || None
314,"To prove that triangle PQR is similar to triangle STU using the AA (Angle-Angle) similarity theorem, which of the following pieces of information must be included if it is already given that $\angle$P $\cong$ $\angle$S?",$\angle$Q $\cong$ $\angle$T,$\angle$Q $\cong$ $\angle$U,$\angle$R $\cong$ $\angle$T,PQ $\cong$ ST,A,Geometry and Trigonometry,"Lines, angles, and triangles",Determine which statements may be required to prove certain relationships or to satisfy a given theorem.,Annotator 2,There were two correct answer. Updated so there is only one.,None || None || None || None
205,"To prove that triangle ABC is congruent to triangle DEF, which of the following sets of information would allow you to conclude these triangles are congruent using the SAS (Side-Angle-Side) theorem?","AB $\cong$ DE, BC $\cong$ EF, and angle C $\cong$ angle F","AB $\cong$ DE, BC $\cong$ EF, and angle B $\cong$ angle E","AB $\cong$ DE, BC $\cong$ DF, and angle B $\cong$ angle E","AB $\cong$ DE, AC $\cong$ DF, and angle B $\cong$ angle E",B,Geometry and Trigonometry,"Lines, angles, and triangles",Determine which statements may be required to prove certain relationships or to satisfy a given theorem.,Annotator 3,Changed the wording a little.,None || None || None || None
314,"To prove that triangle PQR is similar to triangle STU using the AA (Angle-Angle) similarity theorem, which of the following pieces of information must be included if it is already given that $\angle$P $\cong$ $\angle$S?",$\angle$Q $\cong$ $\angle$T,$\angle$Q $\cong$ $\angle$U,$\angle$R $\cong$ $\angle$T,PQ $\cong$ ST,A,Geometry and Trigonometry,"Lines, angles, and triangles",Determine which statements may be required to prove certain relationships or to satisfy a given theorem.,Annotator 4,Revised option C to be incorrect,None || None || None || None
113,"A scale model of a triangular park is created with a scale factor of 1:20. If one of the angles in the actual park measures $37°$, what is the measure of the corresponding angle in the scale model?",$37°$,'1.85°','20°','0.37°',A,Geometry and Trigonometry,"Lines, angles, and triangles","Apply knowledge that changing by a scale factor of k changes all lengths by a factor of k, but angle measures remain unchanged.",Annotator 4,LaTex formatting is all over the place.,None || None || None || None
28,"Two equilateral triangles are similar, with the smaller triangle having a perimeter of 12 centimeters. If one of the sides of the larger triangle measures 8 centimeters, what is the scale factor of the larger triangle to the smaller?",$0.5$,$1.5$,$2$,$4$,C,Geometry and Trigonometry,"Lines, angles, and triangles","Apply knowledge that changing by a scale factor of k changes all lengths by a factor of k, but angle measures remain unchanged.",Annotator 3,"The scale factor could go from larger to smaller, making choice A correct. The prompt needs to give the direction rather than just saying ""between"" the triangles.",None || None || None || None
678,"In an isosceles triangle, the two congruent angles each measure $(2x + 10)$ degrees. The third angle of the triangle measures $(x + 20)$ degrees. What is the value of $x$?",$20$,$25$,$50$,$28$,D,Geometry and Trigonometry,"Lines, angles, and triangles","Know and directly apply relevant theorems such as the triangle angle sum theorem, vertical angle theorem and the relationship of angles formed when a transversal cuts parallel lines.",Annotator 2,"Prompt updated to make sense and more easily visualized without a figure, as well as subsequent answers.",None || None || None || None
869,"At a construction site, a support beam creates a right triangle with the ground and a vertical wall. A second, larger support beam creates a similar right triangle. If the first beam is 12 feet long and makes a $40°$ angle with the ground, and the second beam makes the same angle but is 20 feet long, what is the height difference between the tops of these beams in feet?",13.4,8,6.1,6.7,A,Geometry and Trigonometry,"Lines, angles, and triangles",Use concepts and theorems relating to congruence and similarity of triangles to solve problems.,Annotator 2,"I cannot visualize what is actually happening here. A diagram/ figure might make it doable, but I really cannot tell.",None || None || None || None
556,"One year, a town’s population decreased by $25\%$. The next year, it increased by $30\%$. What was the overall percentage change in the town’s population over the two years?",$5\%$ increase,$2.5\%$ decrease,$25\%$ decrease,$30\%$ decrease,B,Problem-Solving and Data Analysis,Percentages,Use percentages to solve problems in a variety of contexts.,Annotator 4,"""Drought"" might not be a familiar term.",None || None || None || None
541,"A customer used a 20% discount coupon for their family's meal at a restaurant and then left a 15% tip on the discounted price. If the customer paid a total of \$138, what was the original price of the meal?",\$120,\$145,\$150,\$200,C,Problem-Solving and Data Analysis,Percentages,"Solve problems involving discounts, interest, taxes, and tips.",Annotator 3,$138 is a lot for one person. I added that the bill was for their family.,None || None || None || None
601,"A town's population increased by $300\%$ one year after being featured in a magazine article as a top ten best place to live. The next year, it decreased by $25\%$ as people couldn't find housing. What is the overall percentage change in the town's population over the two-year period?",$125\%$ increase,$225\%$ increase,$275\%$ increase,$300\%$ increase,B,Problem-Solving and Data Analysis,Percentages,Include percentages greater than or equal to 100%.,Annotator 3,"Maybe I did the math incorrectly, but I got an overall percent change to be 225%. I also think a little more context could be added to make the question more meaningful.",None || None || None || None
556,"A town’s population decreased by $25\%$ when a major business closed. The next year, it increased by $30\%$ when a new company came to town. What was the overall percentage change in the town’s population over the two years?",$5\%$ increase,$2.5\%$ decrease,$5\%$ decrease,$2.5\%$ increase,B,Problem-Solving and Data Analysis,Percentages,Use percentages to solve problems in a variety of contexts.,Annotator 2,"Drought is a weird looking word students may not know. And did the population leave or did they die? That seems unnecessary to contemplate. My revision isn't great but it's not unfamiliar and it's not morbid. 
Answers updated to be more parallel.",None || None || None || None
462,"A student organization sells 200 pens at \$3 each and 150 notebooks at \$8 each. Next year, the pen price will decrease by 10% and the notebook price will increase by 15%. What is the percent change in total revenue if quantities sold remain constant?",5% decrease,6.25% increase,5% increase,6.67% increase,D,Problem-Solving and Data Analysis,Percentages,Solve problems involving percent increases and decreases for many different quantities.,Annotator 2,Updated with correct answer and better distractors,None || None || None || None
446,You and three friends go to a restaurant for dinner and you all agree to pay for your own portion of the bill. One of your friends just got paid and offered to pay the 15% tip that was automatically added to the cost of the meal! The cost of the meal plus the tip together was \$92. How much was the cost of the meal before the tip so you can figure out what you owe?,\$78.20,\$80.00,\$83.64,\$105.80,B,Problem-Solving and Data Analysis,Percentages,"Solve problems involving discounts, interest, taxes, and tips.",Annotator 3,Added more context so it's easier to understand what it's asking.,None || None || None || None
